texto,classificacao
"Permanecerá calado. Mas é isso, Presidente. O que a gente vê agora é que uma pessoa que estava tão valente, tão contundente, que disse que ia fazer e acontecer, que não ia deixar o Presidente Lula tomar posse, que iria fazer de tudo, que escreveu uma carta ao Presidente Jair Bolsonaro, dizendo que Bolsonaro ficasse tranquilo, porque você ia agir. Tudo isso, o senhor escreveu a ele, não sei se entregou, se ele chegou a receber. Isso, nós vamos saber depois, porque quando nós formos ver o telefone também, que estava, do Mauro Cid, muita coisa vai ficar explicada lá, que vai ter relação inclusive com essas questões aí colocadas, que estão lá no telefone do Mauro Cid. Mas isso nós vamos começar a ver semana que vem, quando vão vir aqui alguns para dizer como é que era esse negócio aí de armar a garantia da lei e da ordem, o processo de golpe, a minuta de golpe na casa do Anderson Torres. Mas o senhor disse que isso não tem nada a ver. Disse ""nada, absolutamente nada."" Foi realmente um fato isolado. O senhor sozinho definiu que ia colocar essa bomba por motivo algum. Qual era o motivo do senhor? Sadismo? Ver pessoas morrendo? Não tinha nenhuma motivação?",1
Nenhuma motivação? A motivação não era política?,1
"É melhor permanecer calado mesmo, porque quando abre a boca, é para falar mentira. (Soa a campainha.)",1
"Então, além de covarde, é mentiroso. Não quer ser chamado de terrorista, mas é como o Brasil inteiro chama o senhor. Estando no pé da lei, ou não. Mas os atos que o senhor ia cometer eram atos odiosos tanto contra as pessoas que estivessem lá, que poderiam ter, sim, pessoas mortas, inclusive deficientes, quanto também poderia fazer mal à democracia. Mas eu vou avisar o senhor que eu estou pedindo também a quebra do sigilo, nesses 32 segundos que restam, ao Paulo Sérgio da Silva Lopes, seu tio, desculpa, ao Sebastião José de Souza, seu tio, a Francisca Alice de Souza Reis e Michelle Tatiana, sua prima, ao seu filho também, que é dono do restaurante, que é o mesmo do senhor, filho, vou pedir que eles também tenham o sigilo quebrado, porque provavelmente vieram financiar o golpe que o senhor achava que ia dar, através dos atos terroristas.",1
"Obrigado, Sr. Presidente. Eu estou aqui há horas ouvindo, digamos que esse segundo tempo dessa Comissão Parlamentar Mista de Inquérito.  Sr. Presidente, eu estou aqui há horas e eu confesso, eu sou autor do requerimento que pediu a abertura da CPMI do 8 de Janeiro. E eu estou tentando aqui, eu já anotei e virei de cabeça para baixo duas vezes, puxei papelada, mandei para lá, para cá. Eu não estou entendendo o que é que isso tem a ver com o 8 de janeiro. E eu falo isso de forma franca. O depoente que aqui está falou nitidamente: o dia 12 não tem a ver com o dia 24, o dia 24 não tem a ver com o dia 8 de janeiro.       18:04   R   É uma sugestão, inclusive, para quem quer que seja: abra uma CPMI do dia 24 de dezembro! Abra uma CPMI do dia 12 de dezembro! Que se abrisse uma CPMI do dia 30 de outubro! Agora, Sr. Presidente, quantas pessoas, neste momento, estão presas injustamente? Quantas acusações falsas aconteceram? Quantos abusos de autoridade aconteceram? Quem está assistindo quer saber disso. Para não passar batido, eu vou perguntar novamente: Existe alguma relação entre o 24 de dezembro e o 8 de janeiro?",0
"Foi falado aqui pelo delegado que lhe antecedeu que foi encontrado um rascunho de uma carta que seria, então, enviado para Jair Bolsonaro. Assim... Mesmo como Deputado Estadual, eu demorei a ter o contato de Jair Bolsonaro. Era meu amigo, virou Presidente. Eu tive uma dificuldade. Obviamente, é normal, natural. Uma pessoa vira Presidente da República... Até grandes autoridades da política lá no Ceará não conseguem um contato de fácil acesso com o Presidente da República. Eu tenho certeza de que, até aqui, gente da ala do PT, da esquerda também tem uma certa dificuldade para falar com o Lula. O senhor tinha o telefone pessoal de Jair Bolsonaro?",0
"Sr. Presidente, entenda a minha posição. Eu estou tentando ver aqui o que é que tem a ver depoente com Jair Bolsonaro e com 8 de janeiro. No meu requerimento, a ideia era de todos os atos de ação e todos os atos de omissão do 8 de janeiro. Eu não os estou encontrando. Tudo bem. Então, o senhor não teve, não escreveu a carta. Não tinha o contato de Jair Bolsonaro, e isso já era esperado. Até parece que o Brasil já sabe a resposta, mas vou perguntar mesmo assim: Jair Bolsonaro pediu para você mexer com bomba, ou seja lá o que for, alguma coisa desse tipo?",0
"Deixa eu ver aqui o que é mais que eu posso... Porque eu perguntei, também, para o delegado se havia alguma relação e o próprio delegado disse que não tinha. Eu perguntei para o delegado que estava ali acompanhado dos dois peritos: ""Tem relação?"". ""Não tem"". A relação que ele disse ter é que George Washington, junto com o Alan, frequentaram o mesmo ambiente, por um período de tempo, que algumas pessoas que foram presas no 8 de janeiro. Nem todas estavam em frente ao QG, teve gente que chegou naquela tarde, naquela noite, foram para o QG e lá foram presas. Não estavam, apenas chegaram na noite. E, por estarem no mesmo ambiente, fez-se todo esse elo. Eu perguntei se havia alguma coisa além disso. Ele disse que não. Eu estou perguntando para o George Washington. Foi preso, condenado.  Eu diria até que nem tem nada a perder, Presidente. Pelo contrário, eu acho que essa seria uma boa oportunidade de ele chegar aqui e dizer assim: ""Olha, fui abandonado, fui isso, fui aquilo"". Não tem!       18:08   R   Eu lamento, profundamente, porque eu estou vendo isso aqui como uma grande perda de tempo. Hoje, ficou, de forma oficial, para o Brasil todo, que G. Dias, ex-GSI do Lula, estava fraudando documento. E nós estamos aqui ouvindo uma pessoa, que foi presa em 24 de dezembro, e ele mesmo e o delegado que o prendeu dizem que não tem nenhuma relação com o 8 de janeiro. Eu vou tentar... Deixe-me ver aqui se... Não sei. Sr. George Washington, eu li o seu primeiro depoimento. Eu achei, assim, uma escrita tão bem narrada do começo ao fim - e aqui eu estou falando daquele do flagrante -, mas também assisti à audiência do dia 25. Lá tinha a informação de que, no dia desse depoimento, do flagrante, do primeiro, tinha um delegado da Polícia Civil, e ele foi substituído por um delegado da Polícia Federal. O senhor confirma essa informação?",0
Nossa!,0
"Hã!! E qual foi o tratamento desse delegado da Polícia Federal? O senhor, quando ele chegou, continuou de onde o delegado da Polícia Civil estava fazendo, pegando o seu depoimento?",0
Gritos contra quem? Contra o senhor?,0
"Então, esse depoimento, que a base aqui governista do PT está lendo sobre ""o povo armado jamais será escravizado"", que cita Jair Messias Bolsonaro e tudo, o senhor chegou a ler esse depoimento antes de assinar?",0
"Só pra correr aqui, porque o tempo está correndo. Na audiência também, eu assisti, o senhor falou bem mais do que consta aqui nesse depoimento. Confirma isso? No dia lá do flagrante, em frente ao delegado, o senhor falou mais coisa e que nem tudo foi parar nesse depoimento aqui que a gente tem mãos.       18:12   R",0
O senhor pediu para retirar esse nome?,0
"Mas, obviamente, que o senhor...",0
"O senhor, como depoente, tem todo o direito de chegar lá e dizer assim: ""Tira o nome Lula ou tira o nome do Jair Bolsonaro"". O senhor pediu isso?",0
"Então, o senhor pediu e continuou?",0
"Sr. Presidente, eu estou tentando fazer uma ligação com a CPMI do 8 de janeiro. Eu vou me solidarizar. Os Parlamentares têm bem mais trabalho para fazer do que estar ouvindo alguém que não tem nenhuma relação com o 8 de janeiro. Obrigado, Sr. Presidente.",0
"Muito obrigado, Sr. Presidente. Eu queria me dirigir ao Sr. George Washington. Olha só as coincidências que a gente tem em Brasília! Teve, em 2019, um artefato, que a gente viu hoje pela manhã, aqui, implantado, que a Senadora Damares falou que seria contra ela, contra o Presidente, na época, eleito, Bolsonaro. Tivemos, dia 24 de dezembro, essa situação extremamente violenta, e, Sr. George Washington, espero que o senhor tenha consciência da gravidade desse atentado, que, graças a Deus, não foi consumado, mas existe uma intenção clara e a gente tem que avaliar isso. Ontem, aqui neste Senado Federal, nós sabatinamos, e foi aprovado - votei contra... Mas me solidarizei com o Sr. Zanin pela agressão que ele sofreu, nesse mesmo aeroporto, por pessoas que o xingaram, que o constrangeram. Isso já é uma grande violência, e a gente não pode tolerar a violência. Ninguém merece isso. Imaginem uma bomba, que poderia ter resultado em dezenas, centenas de mortes! Eu queria fazer uma pergunta para o senhor. Não ficou muito clara, no seu depoimento, essa questão da audiência de custódia em relação ao que está escrito e ao que foi divulgado no inquérito. O senhor foi coagido a isso? Houve uma coação para assinar algo que não tinha falado? Eu queria entender isso.",0
Foram colocadas lá pelos policiais?,0
"Importante a gente esclarecer isso, Sr. Presidente; importante nos aprofundarmos nisso. E havia pessoas também que frequentavam o acampamento que estavam hospedadas em outros locais, como o senhor estava? O senhor sabe dizer se tinha pessoas em Airbnb, em outros hotéis, que estavam no acampamento também? Eu estou querendo chegar na questão dos infiltrados que o senhor mencionou há pouco tempo.       18:16   R",0
As pessoas que estavam nos atos de vandalismo no dia 12 de dezembro eram as mesmas pessoas que estavam no acampamento em frente ao Quartel-General do Exército?,0
"As pessoas que participaram dos atos do dia 12 de dezembro estavam hospedadas em outros locais, como o senhor estava?",0
"Quem eram as pessoas que estavam rezando em frente à sede da Polícia Federal? A polícia contava com um efetivo suficiente para conter os manifestantes? Qual foi a atuação da polícia para conter esses manifestantes, Sr. Washington?",0
"O senhor já relatou que identificou pessoas infiltradas ao grupo que se encontrava no acampamento. O senhor pode - isso é importante para a gente -, o senhor pode descrever quem eram essas pessoas?",0
Eram os chamados Black Blocs?,0
"Eram de algum partido, militantes de alguma ideologia? O senhor ouviu alguma conversa, falou com alguém nesse sentido, que demonstrou algum viés?",0
As pessoas que estavam acampadas não correram risco de vida com o artefato explosivo no acampamento?,0
"O senhor se sentiu traído pelo Sr. Alan Diego dos Santos por ele não ter colocado a bomba no local combinado? Porque o senhor disse aí que jamais colocaria, jamais faria algo para colocar perto de um tanque.",0
Onde o senhor obteve o explosivo que seria usado para detonar o caminhão?,0
Quem financiou esta empreitada que inclui armamento e explosivo?,0
"Quando conheceu o senhor... O senhor disse que não conheceu o Sr. Wellington Macedo, não é? Nunca viu essa pessoa?",0
Por que o explosivo foi colocado perto do aeroporto?,0
"Foi analisado o risco de explosão em cadeia, uma que poderia matar centenas ou mais pessoas? O objetivo era esse mesmo?",0
"Durante o governo anterior, quantas vezes o senhor esteve em Brasília, capital federal, antes da sua vinda definitiva para o acampamento?",0
Quem financiou a sua vinda e permanência em Brasília nessas duas vezes?,0
