fala,situacao
"Meu tempo continua contando todo esse tempo. Não são suposições. Estou me baseando na própria narrativa do depoente, fazendo com firmeza e coragem, porque o que está em jogo aqui é se este país vai ser do Coronel Ustra ou do Frei Tito. Aqui nem sei se é esquerda ou direita. É campo da democracia ou o campo da barbárie, do neofascismo, do autoritarismo, da ditadura, da tortura, do fanatismo religioso, do ódio, do carro-bomba, do negacionismo, da terra plana, do ""não tem vírus"", do genocídio. Aqui é campo democrático contra a barbárie. E, dentro do campo democrático, cabe muita divergência, porque isso é pluralidade e democracia. Por isso, a minha firmeza, mas nada contra a sua pessoa, sua dignidade, seu direito de se defender num regime democrático, com a sua integridade física e emocional preservada. A minha firmeza é fruto dessa consciência de uma tarefa histórica. Não tem duas narrativas aqui; eu discordo dessa tese. Existiu uma tentativa de golpe. O senhor estava conversando com o Mauro Cid, diretamente ligado a Bolsonaro. Foi encontrado no celular dele um texto buscando base jurídica para desrespeitar o processo eleitoral. Ou o Presidente não estava agindo para apaziguar os ânimos dos bandidos, que seriam os próprios bolsonaristas, ou ele estava cogitando e tentando viabilidade para não entregar a Presidência a Luiz Inácio Lula da Silva, eleito democraticamente. Nesse sentido, essas conversas ganham um teor que não pode ser colocado como opinião pessoal, comoção momentânea, diálogo de WhatsApp; é um coronel conversando com uma pessoa ligada diretamente ao Presidente Bolsonaro. E eu termino dizendo o seguinte. Vou pegar agora, Rubens, Rogério, algumas expressões do Mauro Cid, dialogando com as suas colocações: ""Passo a passo..."", ""[...] [Tem] coisa acontecendo..."", ""Estamos na luta!"", ""Gen Heleno esteve aqui..."". Alguém considera a possibilidade de Bolsonaro não saber disso? Eu realmente não acho Bolsonaro uma pessoa inteligente. (Soa a campainha.)",1
"De verdade. Mas não tanto a esse ponto. Pode não ser inteligente, mas não é amador. A sua falta de inteligência contribui para um mundo muito odioso e violento.       11:52   R   Eu duvido que Mauro Cid tenha todas essas falas sem o Bolsonaro ter consciência - aquele que não admitiu o resultado, aquele que entrou com uma ação no TSE pra dizer que o resultado foi fraudado, aquele que viajou para os Estados Unidos -, ou seja, estamos chegando, com consistência, com materialidade, com depoimentos - é Anderson Torres, é Silvinei Vasques, é Coronel do Exército, é o ajudante de ordens -, estamos chegando ao Presidente Bolsonaro. E não é ameaça, não é revanchismo, porque, se a gente não contar essa história e anistiar Bolsonaro, a gente abre espaço para que isso aconteça muito mais vezes na história do Brasil. Obrigado, Sr. Presidente.",1
"Sr. Presidente, Sras. e Srs. Deputados, Coronel Lawand, antes que eu comece a fazer as minhas perguntas, é preciso esclarecer a todo o Brasil que nos assiste que o senhor só está sentado aí nessa cadeira, neste momento, porque o senhor foi uma moeda de troca que o Governo, aqui representado pelos seus Deputados, exigiram para que nós pudéssemos trazer aqui, de fato, o pivô da CPMI do dia 8 de janeiro, que é o General G. Dias.       12:04   R   Já estiveram sentados, aí onde o senhor está, o Coronel Naime, agora está sentado o Coronel Lawand, querem o Coronel Cid, mas nós queremos ouvir não coronéis, queremos ouvir o General G. Dias, que é o pivô da CPMI do dia 8 de janeiro. O Governo tenta, aqui, fazer uma história, montar um quebra-cabeça em que simplesmente as peças não encaixam. Não sei se o senhor já tentou alguma vez brincar de quebra-cabeça, o senhor tenta uma peça e não tem. Crianças às vezes até cortam um pedacinho para se encaixar. O Governo tenta fazer isso aqui nesta Comissão, tenta criar uma ordem cronológica juntando o dia 12 de dezembro, em que tivemos, ali sim, um ato, e foi um ato de uma pessoa só, um lobo solitário. No dia 24 de dezembro, também, tivemos aí uma outra tentativa de um carro à bomba também, de um outro lobo solitário... Com o 8 de janeiro, onde nós temos, ainda hoje, no Brasil, presas muitas pessoas que são inocentes. Então, primeiro, é que o Brasil precisa saber disto: o senhor está aqui como uma moeda de troca. Talvez, se o senhor não estivesse sentado aí, o General G. Dias não viria a esta Comissão. E é interessante aqui falar que, inclusive, alguns Deputados que chamaram o senhor de mentiroso, que chamaram o senhor de covarde, se acovardaram em debates, um deles inclusive comigo. Diante do Brasil todo, ele disse que não havia votado contra o convite do General G. Dias, dizendo que o requerimento era dele, ou seja, o requerimento era dele, ele votou contra o próprio requerimento, mas, diante de uma multidão, diante do Brasil todo, ele mentiu para todas as pessoas que ali estavam. Então, esse é o perfil de alguns aqui: eles o acusam daquilo que eles são, eles o chamam daquilo que eles são e o acusam de práticas que eles praticam. Eu queria aqui fazer algumas perguntas ao senhor. O senhor pode ser bem sucinto nas respostas. O senhor pertencia a algum grupo de WhatsApp para promover um golpe de Estado no Brasil?",0
"O senhor, como militar, deve ter estudado bastante. O senhor, lendo histórias sobre países que tiveram algum tipo de golpe militar, o senhor lembra se, em alguma das histórias que o senhor leu, algum país sofreu um golpe militar sem o uso de arma letal? Sem o uso de bomba, granada, metralhadora, escopeta, revólver, canhão, tanque de guerra?",0
"Isso é interessante. Quero que o Brasil todo escute isso, porque nós temos aqui um militar que está dizendo que, em toda a trajetória de estudo dele, um estrategista, nunca houve um golpe de Estado em uma nação, por menor que fosse, sem o uso de arma letal. Lembro isso porque as pessoas que estão presas aqui foram presas com as seguintes armas nas mãos: Bíblia Sagrada, bandeira brasileira, e o grito deles era o grito de um hino nacional. É preciso que as pessoas e o Brasil inteiro saibam disso. Pois bem, uma pergunta: o que seria preciso para se dar um golpe militar em uma nação?",0
"É, eu já esperava essa resposta porque quem disse isso foi José Dirceu, em entrevista a um jornal internacional, El País, falando sobre nós aqui no Brasil. O senhor disse ao General Cid: ""Somos defensores da unidade nacional na construção de um projeto nacional de desenvolvimento para todos e para todas. [e que] Isso implica [agora], neste momento, ir para as ruas entrincheirados, com arma na mão, se tentarem derrubar o Presidente"". O senhor disse isso?",0
"Também acredito, porque essa frase foi dita por Vagner de Freitas, então Presidente da CUT, sobre o nosso país. O senhor disse: ""Nós sabemos que você é nosso inimigo, mas considerando que você, como afirma, é uma boa pessoa, nós estamos dispostos a oferecer o seguinte: um bom paredão, onde vamos colocá-lo na frente de uma boa espingarda, com uma boa bala, e vamos oferecer, depois de uma boa pá, uma boa cova"". O senhor disse isso ao Coronel Cid?",0
"Sim, porque isso foi dito pelo Sr. Mauro Iasi, que é um pensador, inclusive filiado ao Partido Comunista do Brasil, e pessoas do Partido Comunista do Brasil estão aqui lhe acusando de tantas coisas nefastas. Isso, sim, é nefasto. Isso aqui que eu li agora é nefasto. Pois bem. O que eu vejo aqui são narrativas e bravatas; narrativas e bravatas sobre algo que sequer aconteceu. Eu me lembro de, lá na minha infância, no meio da roça, Sr. Presidente Arthur Maia, que uma vez o meu avô me contou a seguinte história. Lá onde ele morava, tinha uma venda e um cidadão chegou naquela venda e pediu um ovo cozido para comer - naquela época ainda se vendia ovo cozido lá dentro daquelas... ficavam junto com as coxinhas ali. Ele comeu ovo e, na hora de pagar, disse que estava sem dinheiro, mas que voltava no final de semana para pagar. Ele não voltou no final de semana, nem no mês seguinte, nem nos meses seguintes. Um ano se passou, dois anos se passaram, e o dono da venda se lembrou daquilo. Não aceitando que aquele homem não voltou sequer para dar uma satisfação, ele contratou um advogado para, então, processar o homem que comeu aquele ovo. Na justificativa - o processo se tornou pesado lá no interior de São Paulo -, o pedido que o homem fazia, como recompensa por aquele ovo que o cidadão havia comido, chegava, assim, a valores estratosféricos, porque, segundo ele, aquele ovo poderia ter gestado uma galinha, aquela galinha poderia ter gerado ovos, aqueles ovos poderiam ter gestado outras galinhas, outras galinhas poderiam ter gestado ovos. Enfim, depois de dois anos, teria sim uma fortuna a ser paga. E, para conseguir um advogado que pudesse defender a causa do cidadão que comeu ovo, não foi fácil. Até que apareceu, naquelas regiões, um jovem advogado corajoso e disse assim: ""Eu assumo a causa"". Marcou-se o dia do julgamento. Estavam todos reunidos, mas o rapaz que veio defender chegou tarde. Quando ele... O juiz já estava para dizer assim: ""Olha, na ausência...       12:12   R   (Soa a campainha.)",0
"... do advogado que vai defender, eu vou condenar aqui o cidadão, porque o advogado de defesa não chegou a tempo"". E chegou ele correndo, esbaforido, suando, e disse assim: ""Excelência, o senhor me perdoe, eu cheguei atrasado porque eu estava em casa cozinhando milho para poder plantar na roça"". O juiz disse assim: ""Mas milho cozido germina?"" Ele disse: ""E ovo cozido gera galinha?"" Resultado da história: o meu cliente deve aqui ao senhor apenas ""x"". O que eu conto com isso? Estão-se criando narrativas, falando de coisas que poderiam ter acontecido, mas não aconteceram. Querem criminalizar. Isso nada mais é do que o desespero da esquerda querendo matar politicamente Jair Messias Bolsonaro, o maior líder que este país já teve dentro da sua política, um homem probo, um homem honesto, um homem em que nós confiamos e que hoje deve ser sacrificado. E se for sacrificado, vai gerar muito mais pessoas do que ele já gerou. Muito obrigado, Sr. Presidente. Era o que eu tinha a dizer.",0
Então é fake news da imprensa?,0
"Porque a imprensa tem, desde que suas mensagens foram divulgadas, falado que V. Sa. é Subchefe do Estado-Maior do Exército. O senhor não é nunca foi?",0
"Fake news da imprensa. Agora é preciso que a gente entenda o contexto, Coronel Lawand, porque os Chefes de cada uma das Forças emitiram a nota ao povo brasileiro, que foi feita no 11 de novembro, defendendo as manifestações do povo na frente dos quartéis no Brasil inteiro. E não poderia ser diferente, porque a Constituição Federal prevê a liberdade de manifestação, desde que as manifestações sejam pacíficas. Então, depois dessa nota, nós presenciamos, Deputado Nikolas, que o povo se sentiu seguro e, de fato, foram às ruas se manifestar sempre pacificamente, com o apoio das cúpulas das Forças Armadas - Exército, Marinha e Aeronáutica -, que no dia 11 emitiram a nota ao povo brasileiro. O povo estava tão na rua, Coronel Lawand, que o Lauro Jardim, jornalista, reportou que foram identificados militares reformados e parentes de militares da ativa. O próprio Ministro da Defesa, nobre Presidente, Ministro Mucio, disse que parentes dele estavam se manifestando nos acampamentos, porque as manifestações eram pacíficas e contavam com o apoio das Forças Armadas do nosso país. O General Dutra disse, na Comissão Parlamentar de Inquérito da Câmara Legislativa do Distrito Federal, que impediu a desmobilização, e isso foi reiterado... Inclusive, melhor dizendo, pelo Coronel Naime ontem, que o General Dutra havia impedido a desmobilização, mesmo após o dia 12 de dezembro. Isso foi dito, corrigindo o que eu disse anteriormente, pelo Coronel Naime ontem, na sessão que tivemos aqui da CPMI: que o General Dutra impediu a desmobilização, inclusive mesmo após o dia 12. Pergunto: foi feita, primeiro, a desmobilização dos parentes e dos militares da ativa, permitindo que pessoas estranhas e criminosas restassem nos acampamentos do dia 8 de janeiro? O senhor tem informação disso, Coronel Lawand?",0
"Às vezes a impressão que passa... Aí eu quero deixar claro aqui, Deputados, que é só impressão. Mas às vezes a impressão que passa é que um segmento, uma ala do Exército se utilizou, Coronel Lawand, da população na rua... E eu estou aqui pra defender o povo que foi pra rua, o povo que, inclusive, parcela está presa ainda. A impressão que passa é que um segmento, uma parcela do Exército se utilizou de estratégias de guerra psicológica, fazendo com que o povo ficasse nas ruas, fazendo com que o povo acreditasse que seria possível algum caminho pra retornar à ordem constitucional e que na verdade essa parcela do Exército se utilizou disso para negociar situações com o Governo, que acabava de ter sido eleito, como, por exemplo, o Ministro da Defesa, que é um Ministro não radical do PT, mas um Ministro que tem um histórico na defesa do diálogo e do consenso.       12:40   R   O senhor acredita que as manifestações foram utilizadas como moeda de troca?",0
"No final das contas, Sra. Relatora, o que resta é uma única verdade: o Presidente Bolsonaro, como ele sempre disse ao longo dos últimos quatro anos, sempre jogou dentro das quatro linhas. O Presidente Bolsonaro, nas mensagens que estão no relatório da Polícia Federal, não deu qualquer tipo de ordem fora das quatro linhas da Constituição. O Presidente Bolsonaro é um verdadeiro democrata. Agora, por falar em democracia, Sr. Presidente, colegas governistas que aqui estão, a história do PT se confunde com a história dos grandes escândalos de corrupção e com histórias de narrativas deles sendo vítimas de supostos golpes. Vejamos! Do mensalão o que o PT diz? ""Foi o golpe das elites"". Da Lava Jato o que que eles dizem, Senador Sergio Moro? Que a Lava Jato teria sido golpe do Judiciário, sendo o Lula condenado em primeira, segunda e terceira instâncias. ""O impeachment foi golpe do Parlamento!"". Parlamento presidido pelo Ministro Ricardo Lewandowski. Quantos Deputados que aqui estão e que já falaram isto, Senador Flávio: ""impeachment é golpe!""? Da prisão do Lula eles dizem até hoje: ""Eleição sem Lula é golpe"". Então, o que é golpe para os Deputados e Senadores governistas que aqui estão? E aqui eu quero relembrar aquilo que o ex-Comandante do Exército General Villas Bôas relatou no seu livro e em entrevistas: que, no decorrer do processo do impeachment da Dilma Rousseff, ele foi procurado por Parlamentares do PT e questionado sobre um possível estado de defesa. Por essa lógica, Dilma Rousseff deveria estar presa neste momento, porque ela mandou emissários ao então Comandante do Exército questionando-o sobre se ele aceitaria um estado de defesa. Prisão para Dilma Rousseff! Pau que dá em Chico dá em Francisco. Lembro aqui inclusive que, na Constituinte, o Lula orientou o voto contra, a Bancada do PT votou contra a Constituição democrática de 1988. Quem são eles agora para defender a Constituição Federal? Quem são eles para defender a democracia? Trinta dias atrás, estavam recebendo o ditador, narcoditador venezuelano aqui no Brasil, com honras de Estado, com tapete vermelho. Cuba, Nicarágua... Quem são eles para defender a democracia? De tudo, Coronel Lawand, eu concordo com V. Exa. em uma das mensagens: ""entregamos o país aos bandidos"". O Lula é um bandido e um ditador e não merece o cargo em que ele está.",0
